id,unit_id,status,ownership_type,date_acquired,purchase_amount,monthly_payment,payment_start_date,payment_end_date,lender,make,model,year,purchase_odometer,purchase_odometer_update,odometer,odometer_update,fair_market_value,fair_market_value_date,down_payment,interest_rate,balloon_payment
147,Truck 0418,INACTIVE,Owner operator owned,2025-01-01,0,0,,,STR Logistics LLC,INTERNATIONAL,TT,2015,0,,,,0,,0,0,0
148,SPOT-Truck 0142,ACTIVE,Operating lease,2023-07-01,161789,4485.33,2023-07-01,2028-12-01,Ryder Truck Rental,Freightliner,Cascadia,2024,30995,,310671,5-12-2025 4:24:06,0,,0,0,0
149,Truck 0424,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Freight turners,freightliner,TR,2017,0,,,,0,,0,0,0
150,Truck 0427,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,freightliner,TT,2001,0,,,,0,,0,0,0
151,SPOT-Truck 0294,ACTIVE,Financed,2024-06-01,167200,3805.3,2024-06-01,2029-06-01,CEFI,Kenworth,T680,2025,2614,,175774,5-12-2025 4:26:24,0,,0,13.01,0
152,Truck 0433,INACTIVE,Owner operator owned,,,,,,Temp Vendor,freightliner,TT,2020,,,,,,,,,
153,SPOT-Truck 0296,ACTIVE,Operating lease,2025-02-01,175000,4229,2025-03-01,2027-09-01,Transport Enterprise Leasing LLC,Peterbilt,579,2025,0,,29987,5-11-2025 14:15:05,0,,0,0,0
154,SPOT-Truck 0235,ACTIVE,Financed,2023-01-01,108592,2245,2023-01-01,2028-01-01,MidFirst Bank,Peterbilt,579,2022,974,,463384,5-10-2025 2:29:53,64734,29-04-25,5414.73,11.03,0
155,SPOT-Truck 0300,ACTIVE,Operating lease,2025-02-01,175000,4229,2025-03-01,2027-09-01,Transport Enterprise Leasing LLC,Peterbilt,579,2025,5,,45365,5-12-2025 9:23:51,0,,0,0,0
156,Truck 0304,ACTIVE,Owner operator owned,2024-08-01,0,0,2024-08-01,,Bey logistics,Freightliner,CASCADIA,2018,0,,678896,5-12-2025 1:37:31,0,,0,0,0
157,SPOT-Truck 0151,ACTIVE,Financed,2024-08-01,160000,3235.07,2024-08-01,2029-03-01,"RTS Financial Service, Inc",Freightliner,Cascadia,2024,67069,,190474,5-12-2025 9:18:22,0,,24000,11.46,0
158,SPOT-Truck 0307,ACTIVE,Operating lease,2025-02-01,175000,4229,2025-03-01,2027-09-01,Transport Enterprise Leasing LLC,Peterbilt,579,2025,900,,28154,5-11-2025 15:34:58,0,,0,0,0
160,SPOT-Truck 0310,ACTIVE,Operating lease,2025-02-01,175000,4229,2025-03-01,2027-09-01,Transport Enterprise Leasing LLC,Peterbilt,579,2025,938,,42784,5-11-2025 20:53:59,0,,0,0,0
161,Truck 0313,ACTIVE,Owner operator owned,,0,0,,,Temp Vendor,International,TT,2018,0,,611478,5-12-2025 6:49:39,0,,0,0,0
162,SPOT-Truck 0317,ACTIVE,Financed,2024-11-01,175730.33,3296,2024-11-01,2029-11-01,Volvo Financial Services,VOLVO,VNL860,2025,19659,,111589,5-11-2025 20:19:11,0,,17549.89,9.16,0
163,SPOT-Truck 0319,ACTIVE,Operating lease,2025-02-01,175000,4229,2025-03-01,2027-09-01,Transport Enterprise Leasing LLC,Peterbilt,579,2025,935,,28587,5-12-2025 6:51:43,0,,0,0,0
164,SPOT-Truck 0079,ACTIVE,Operating lease,2023-04-01,146928,4070,2023-04-01,2028-04-01,Penske,Freightliner,Cascadia,2023,310978,,356614,5-12-2025 2:36:18,92005,29-04-25,0,0,0
165,SPOT-Truck 0459,INACTIVE,Rental,2023-08-01,0,1732,2024-09-01,,KTN Logistics Inc,International,LT625,2020,446689,,,,0,,0,0,0
166,Truck 0461,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,freightliner,TR,2020,0,,,,0,,0,0,0
167,SPOT-Truck 0009,ACTIVE,Financed,2024-03-01,114562.5,2642,2024-03-01,2029-03-01,"KLC Financial, LLC",Peterbilt,579,2022,244857,,424812,3-24-2025 15:24:29,65856,29-04-25,11456.25,13.6,0
168,SPOT-Truck 0179,ACTIVE,Operating lease,2024-01-01,176370,4331.72,2024-01-01,2029-07-01,Ryder Truck Rental,Freightliner,Cascadia,2024,754,,225445,5-8-2025 23:19:09,0,,0,0,0
169,Truck 0470,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,freightliner,TT,2016,0,,,,0,,0,0,0
170,Truck 0473,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Tin. C Trans LLC,INTERNATIONAL,TT,2019,0,,,,0,,0,0,0
171,Truck 0475,INACTIVE,Owner operator owned,2025-01-01,0,0,,,GBOB Logistics LLC,volvo,TT,2016,0,,,,0,,0,0,0
172,SPOT-Truck 0242,ACTIVE,Lease Purchase,2024-11-01,64000,1495,2024-11-01,2028-01-01,Cresco Capital Inc,Kenworth,T680,2020,490942,,582149,5-11-2025 23:43:42,45617,29-04-25,7190,6.77,7190
173,Truck 0329,INACTIVE,Owner operator owned,2025-01-01,0,0,,,D&H legacy transport LLC,Peterbilt,TT,2020,0,,480805,4-22-2025 22:00:45,0,,0,0,0
174,SPOT-Truck 0223,ACTIVE,Financed,2023-10-01,187228.5,4014,2023-10-01,2028-10-01,Transportation Alliance Bank Inc.,Kenworth,T680,2024,11183,,314251,5-12-2025 8:26:00,0,,0,10.39,0
175,SPOT-Truck 0116,ACTIVE,Financed,2023-11-01,185327,3972.34,2023-11-01,2028-11-01,Transportation Alliance Bank Inc.,Kenworth,T680,2024,31482,,317975,5-12-2025 8:28:41,0,,0,10.38,0
176,Truck 0485,INACTIVE,Owner operator owned,2024-09-27,,,,,Peronis Express,INTERNATIONAL,TT,2019,,,,,,,,,
177,Truck 0487,INACTIVE,Owner Operator Owned,07/31/2024,0,0,07/31/2024,,,Freightliner,CASCADIA,2017,,,,,,,,0,
178,Truck 0491,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,freightliner,TT,2006,0,,,,0,,0,0,0
179,Truck 0494,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,freightliner,TT,2006,0,,,,0,,0,0,0
180,SPOT-Truck 0336,ACTIVE,Lease Purchase,2024-07-01,175500,3889.22,2024-08-01,2029-08-01,Impel Leasing LLC,Kenworth,T680,2025,39,,140389,5-6-2025 12:20:36,0,,0,11.83,1
181,Truck 0458,INACTIVE,Owner Operator Owned,05/06/2024,0,0,05/06/2024,,Pinango Enterprise Inc,VOLVO,TR,2016,,,,,,,,0,
182,SPOT-Truck 0339,ACTIVE,Lease Purchase,2025-01-01,175000,3575,2025-01-01,2030-01-01,HEC Leasing LLC,Peterbilt,579,2025,760,,57286,5-12-2025 4:41:42,0,,0,11.9,25000
183,Truck 0504,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Acza Trucking LLC,freightliner,TT,2020,0,,,,0,,0,0,0
184,SPOT-Truck 0442,INACTIVE,Rental,2024-08-01,0,3728,2024-08-01,,Ryder Truck Rental,Freightliner,Cascadia,2022,540056,,,,0,,0,0,0
185,SPOT-Truck 0177,ACTIVE,Operating lease,2023-04-01,117590,4070,2023-04-01,2027-04-01,Penske,International,LT625,2022,1671,,538747,5-9-2025 19:06:04,56227,29-04-25,0,0,0
186,SPOT-Truck 0343,ACTIVE,Operating lease,2025-02-01,182590,4878,2025-02-01,2029-02-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,28505,,66906,5-10-2025 21:11:10,0,,0,0,0
187,SPOT-Truck 0346,ACTIVE,Lease Purchase,2025-01-01,175000,3575,2025-02-01,2030-02-01,HEC Leasing LLC,Peterbilt,579,2025,849,,37145,5-12-2025 2:12:26,0,27-01-25,0,11.9,25000
188,SPOT-Truck 0350,ACTIVE,Operating lease,2025-01-01,182590,4878,2025-03-01,2029-03-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,14414,,51314,5-9-2025 15:51:01,0,,0,0,0
189,SPOT-Truck 0354,ACTIVE,Operating lease,2025-02-01,182590,4878,2025-02-01,2029-02-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,0,,73968,5-11-2025 23:20:18,0,,0,0,0
190,SPOT-Truck 0514,INACTIVE,,,,,,,,Freightliner,Cascadia,2025,,,,,,,,,
191,SPOT-Truck 0356,ACTIVE,Operating lease,2025-02-01,182590,4878,2025-02-01,2029-02-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,19063,,63632,5-1-2025 21:57:17,0,,0,0,0
192,SPOT-Truck 0359,ACTIVE,Operating lease,2025-02-01,182590,4878,2025-02-01,2029-02-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,16840,,57189,5-12-2025 9:24:36,0,,0,0,0
193,SPOT-Truck 0361,ACTIVE,Operating lease,2025-02-01,182590,4878,2025-02-01,2029-02-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,12618,,49875,5-12-2025 5:35:05,0,,0,0,0
194,SPOT-Truck 0362,ACTIVE,Operating lease,2025-01-01,182590,4878,2025-03-01,2029-03-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,18239,,55516,5-12-2025 9:24:01,0,,0,0,0
195,SPOT-Truck 0366,ACTIVE,Operating lease,2025-02-01,182590,4878,2025-02-01,2029-02-01,HOGAN TRUCK LEASING INC,Freightliner,Cascadia,2025,16506,,57681,5-12-2025 3:45:50,0,,0,0,0
196,SPOT-Truck 0527,INACTIVE,,,,,,,,Freightliner,Cascadia,2025,,,,,,,,,
197,SPOT-Truck 0369,ACTIVE,Operating lease,2024-11-01,187312,4901,2024-12-01,2028-12-01,M&K Truck Leasing LLC,VOLVO,VNL760,2024,20303,,60979,5-10-2025 16:51:22,0,,0,0,0
198,SPOT-Truck 0042,ACTIVE,Lease Purchase,2024-02-01,168000,3720,2024-02-01,2028-02-01,AAA Lease LLC,International,LT625,2024,1559,,227652,5-11-2025 20:26:52,0,,5000,11.81,34000
199,Truck 0372,ACTIVE,Owner operator owned,,0,0,,,Temp Vendor,freightliner,TT,2019,0,,549298,5-8-2025 14:40:30,0,,0,0,0
200,SPOT-Truck 0207,ACTIVE,Lease Purchase,2023-12-01,170177,3665,2023-12-01,2028-06-01,"TPine Leasing Capital, L.P.",Peterbilt,579,2024,7160,,198910,1-21-2025 10:25:52,0,,17018,11.75,101
201,SPOT-Truck 0309,ACTIVE,Operating lease,2024-01-01,213900,4829.5,2024-01-01,2028-01-01,M&K Truck Leasing LLC,VOLVO,VNL760,2024,44,,228985,5-7-2025 15:46:35,0,,0,0,0
202,SPOT-Truck 0380,ACTIVE,Operating lease,2024-10-01,185000,4229,2024-11-01,2027-08-01,Transport Enterprise Leasing LLC,Peterbilt,579,2025,9,,99662,5-11-2025 1:37:26,0,,0,0,0
203,SPOT-Truck 0539,INACTIVE,Rental,2024-04-01,0,0,2024-04-01,,KTN Logistics Inc,KENWORTH,CONSTRUCTION,2023,331950,,,,0,,0,0,0
204,Truck 0382,ACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,International,TT,2019,0,,440318,5-7-2025 15:31:35,0,,0,0,0
205,Truck 0541,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,freightliner,TT,2006,0,,,,0,,0,0,0
206,SPOT-Truck 0254,ACTIVE,Operating lease,2023-09-01,159686,4281.64,2023-09-01,2029-03-01,Ryder Truck Rental,Freightliner,Cascadia,2024,22,,261557,5-12-2025 7:21:20,0,,0,0,0
207,SPOT-Truck 0071,ACTIVE,Operating lease,2023-09-01,159686,4281.64,2023-09-01,2029-03-01,Ryder Truck Rental,Freightliner,Cascadia,2024,1632,,279418,5-12-2025 0:07:17,0,,0,0,0
208,SPOT-Truck 0083,ACTIVE,Operating lease,2023-09-01,159686,4281.64,2023-09-01,2029-03-01,Ryder Truck Rental,Freightliner,Cascadia,2024,35,,252466,5-11-2025 22:55:41,0,,0,0,0
209,SPOT-Truck 0016,ACTIVE,Operating lease,2023-09-01,159686,4281.64,2023-09-01,2029-03-01,Ryder Truck Rental,Freightliner,Cascadia,2024,1755,,273747,5-12-2025 7:33:53,0,,0,0,0
210,Truck 0551,INACTIVE,Owner operator owned,2024-10-08,,,,,Mustafa Hajji Mohamed,VOLVO,TT,2016,,,,,,,,,
211,SPOT-Truck 0241,ACTIVE,Operating lease,2023-09-01,159686,4281.64,2023-09-01,2029-03-01,Ryder Truck Rental,Freightliner,Cascadia,2024,30,,267527,5-12-2025 9:26:26,0,,0,0,0
212,SPOT-Truck 0066,ACTIVE,Operating lease,2023-09-01,159686,4281.64,2023-09-01,2029-03-01,Ryder Truck Rental,Freightliner,Cascadia,2024,72,,281347,5-11-2025 3:28:02,0,,0,0,0
213,SPOT-Truck 0148,ACTIVE,Operating lease,2023-09-01,159686,4281.64,2023-09-01,2029-03-01,Ryder Truck Rental,Freightliner,Cascadia,2024,23,,261733,5-9-2025 13:49:07,0,,0,0,0
214,SPOT-Truck 0004,ACTIVE,Financed,2023-04-01,159000,3619.17,2023-04-01,2027-04-01,"Crossroads Equipment Lease and Finance, LLC",Peterbilt,579,2022,165073,,491913,5-11-2025 22:56:25,63977,29-04-25,24752.5,13.02,0
215,Truck 0401,ACTIVE,Owner operator owned,2025-01-01,0,0,,,DMB Georgia Enterprises LLC,freightliner,TT,2020,0,,532121,5-11-2025 23:22:09,0,,0,0,0
216,Truck 0560,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,kenworth,TT,2005,0,,,,0,,0,0,0
217,Truck 0562,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,Freightliner,Cascadia,2007,0,,,,0,,0,0,0
218,SPOT-Truck 0404,ACTIVE,Lease Purchase,2024-10-01,217200,3295,2024-10-01,2029-10-01,Cresco Capital Inc,Kenworth,T680,2025,889,,92967,5-11-2025 20:43:03,0,,19500,8.44,0
219,Truck 0565,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,kenworth,TT,2013,0,,,,0,,0,0,0
220,Truck 0567,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Acza Trucking LLC,freightliner,TT,2020,0,,,,0,,0,0,0
221,Truck 0407,ACTIVE,Owner operator owned,2025-02-01,0,0,,,Mojoacc Inc,International,LT625,2019,0,,464117,5-12-2025 9:25:20,0,,0,0,0
222,Truck 0410,ACTIVE,Owner operator owned,2025-02-01,0,0,,,Temp Vendor,International,TT,2019,0,,459022,4-29-2025 21:34:59,0,,0,0,0
223,Truck 0571,INACTIVE,Owner operator owned,2025-02-01,0,0,,,Nacarato Truck Center,kenworth,TT,2015,0,,,,0,,0,0,0
224,SPOT-Truck 0406,ACTIVE,Lease Purchase,2024-11-01,64000,1495,2024-11-01,2028-01-01,Cresco Capital Inc,Kenworth,T680,2020,484210,,563751,5-10-2025 10:35:12,46161,29-04-25,7190,6.77,7190
225,Truck 0426,INACTIVE,Owner Operator Owned,2024-09-10,0,0,2024-09-10,,Alex Riser,Freightliner,TT,2016,,,,,,,,0,
226,Truck 0576,INACTIVE,Owner operator owned,2024-10-21,,,,,FRANKIE HOWARD,INTERNATIONAL,LT,2019,,,,,,,,,
227,Truck 0578,INACTIVE,Owner Operator Owned,02/22/2024,0,0,,,,Freightliner,TR,2016,,,,,,,,0,
228,Truck 0253,INACTIVE,Owner Operator Owned,10/10/2023,0,0,10/10/2023,,Top Level Express LLC,Freightliner,CASCADIA,2017,,,,,,,,0,
230,SPOT-Truck 0104,INACTIVE,Rental,2024-02-01,0,1299,2024-09-01,,KTN Logistics Inc,International,LT625,2018,630264,,,,0,,0,0,0
231,Truck 0582,INACTIVE,Owner Operator Owned,03/18/2024,0,0,03/18/2024,,RLS Freight and Dispatch LLC,INTERNATIONAL,LT625,2020,,,,,,,,0,
232,Truck 0583,INACTIVE,Owner operator owned,,0,0,,,Pro Go Transportation,Peterbilt,TT,2019,0,,,,0,,0,0,0
233,Truck 0585,INACTIVE,Owner Operator Owned,06/13/2024,0,0,06/13/2024,,,KW,TT,2017,,,,,,,,0,
235,Truck 0587,INACTIVE,Owner Operator Owned,06/04/2024,0,0,06/04/2024,,,KENWORTH,TT,2018,,,,,,,,0,
236,Truck 0589,INACTIVE,Owner Operator Owned,09/16/2024,0,0,09/16/2024,,,VOLVO,TT,2015,,,,,,,,0,
237,Truck 0493,INACTIVE,Owner operator owned,,,,,,Goat Transportation LLC,Freightliner,Cascadia,2018,,,,,,,,,
238,Truck 0591,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Texans Best Transportation LLC,freightliner,TT,2018,0,,,,0,,0,0,0
239,Truck 0593,INACTIVE,Owner Operator Owned,05/16/2024,0,0,05/16/2024,,RDT Trucking,Freightliner,TT,2012,,,,,,,,0,
243,Truck 0595,INACTIVE,Owner Operator Owned,07/29/2024,0,0,07/29/2024,,,Freightliner,TT,2003,,,,,,,,0,
244,Truck 0597,INACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,Peterbilt,TT,2006,0,,,,0,,0,0,0
245,Truck 0599,INACTIVE,Owner operator owned,2024-12-01,0,0,,,Temp Vendor,INTERNATIONAL,TT,2020,0,,,,0,,0,0,0
246,Truck 0602,INACTIVE,Owner operator owned,,0,0,,,D R TRANSIT LLC,Kenworth,T680,2016,0,,,,0,,0,0,0
247,Truck 0604,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,freightliner,TR,2016,0,,,,0,,0,0,0
248,Truck 0011,INACTIVE,Owner Operator Owned,08/21/2024,0,0,08/21/2024,,Steve Ali,Freightliner,Cascadia,2016,,,,,,,,0,
249,Truck 0411,ACTIVE,Owner operator owned,,0,0,,,Temp Vendor,Peterbilt,TT,2015,0,,759747,5-12-2025 9:24:39,0,,0,0,0
250,Truck 0413,ACTIVE,Owner operator owned,,0,0,,,Gateway Express LLC,freightliner,TT,2019,0,,521898,5-12-2025 0:58:40,0,,0,0,0
251,SPOT-Truck 0077,ACTIVE,Operating lease,2023-04-01,105351,4070,2023-04-01,2027-04-01,Penske,Freightliner,Cascadia,2022,147268,,486885,5-9-2025 22:18:25,65500,29-04-25,0,0,0
252,Truck 0358,INACTIVE,Owner operator owned,2024-10-09,,,,,Francisco Ruiz,Freightliner,Cascadia,2011,,,,,,,,,
253,Truck 0614,INACTIVE,Owner operator owned,2024-12-01,0,0,,,Temp Vendor,freightliner,TT,2020,0,,,,0,,0,0,0
254,Truck 0616,INACTIVE,Owner operator owned,,0,0,,,,KENWORTH,TT,2020,0,,,,0,,0,0,0
255,Truck 0618,INACTIVE,Owner operator owned,,0,0,,,Rogers Freight Transport LLC,freightliner,TT,2017,0,,,,0,,0,0,0
256,SPOT-Truck 0127,ACTIVE,Financed,2023-04-01,159000,3619.17,2023-04-01,2027-04-01,"Crossroads Equipment Lease and Finance, LLC",Peterbilt,579,2022,174364,,563908,5-12-2025 1:29:20,65041,29-04-25,24752.5,13.02,0
257,SPOT-Truck 0080,ACTIVE,Financed,2022-12-01,102789.5,2345,2022-12-01,2027-12-01,"Amur Equipment Finance, Inc.",Peterbilt,579,2022,128364,,510322,5-12-2025 3:25:21,0,,0,12.95,0
258,Truck 0625,INACTIVE,Owner operator owned,,0,0,,,Forward Focus LLC,PETERBILT,Cascadia,2009,1289703,,,,0,,0,0,0
259,Truck 0628,INACTIVE,Owner Operator Owned,02/26/2024,0,0,02/26/2024,,,VOLVO,TR,2016,,,,,,,,0,
260,Truck 0631,INACTIVE,Owner operator owned,2024-12-01,0,0,,,Temp Vendor,WSTR,TT,2007,0,,,,0,,0,0,0
261,Truck 0306,INACTIVE,Owner Operator Owned,2024-09-05,0,0,2024-09-05,,SALVADOR VENTURA,Freightliner,TT,2022,,,,,,,,0,
262,Truck 0635,INACTIVE,Owner Operator Owned,09/18/2024,0,0,09/18/2024,,,INTERNATIONAL,TT,1998,,,,,,,,0,
263,SPOT-Truck 0637,INACTIVE,Operating lease,2024-08-01,0,3728,2024-08-01,,Ryder Truck Rental,Freightliner,CASCADIA,2020,0,,,,0,,0,0,0
265,Truck 0639,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,freightliner,Cascadia,2020,0,,,,0,,0,0,0
266,Truck 0642,INACTIVE,Owner operator owned,,0,0,,,,International,TR,2016,0,,,,0,,0,0,0
267,Truck 0643,INACTIVE,Owner Operator Owned,05/28/2024,0,0,05/28/2024,,,VOLVO,TT,2020,,,,,,,,0,
268,Truck 0606,INACTIVE,Owner Operator Owned,02/12/2024,0,0,,,,Freightliner,TT,2002,,,,,,,,0,
269,Truck 0647,INACTIVE,Owner Operator Owned,06/17/2024,0,0,06/17/2024,,Ali Abdikadir,Freightliner,TT,2007,,,,,,,,0,
270,Truck 0650,INACTIVE,Owner Operator Owned,05/07/2024,0,0,05/07/2024,,GBOB Logistics LLC,VOVLO,TT,2016,,,,,,,,0,
271,Truck 0031,INACTIVE,Owner Operator Owned,02/10/2023,0,0,02/10/2023,,Bell Transport & Logistics LLC,Kenworth,KW,2018,,,,,,,,0,
272,Truck 0653,INACTIVE,Owner Operator Owned,06/05/2024,0,0,06/05/2024,,Goldstone Logistics LLC,PETERBILT,579,2018,,,,,,,,0,
273,Truck 0123,INACTIVE,Owner Operator Owned,07/10/2023,0,0,,,Jeffrey Thomas,Freightliner,CASCADIA,2017,,,,,,,,0,
274,Truck 0538,INACTIVE,Owner Operator Owned,08/26/2024,0,0,08/26/2024,,,Freightliner,PT1,2019,,,,,,,,0,
275,Truck 0657,INACTIVE,Owner Operator Owned,08/22/2024,0,0,08/22/2024,,,Freightliner,Conventional,2006,,,,,,,,0,
276,Truck 0577,INACTIVE,Owner Operator Owned,01/31/2024,0,0,,,,KENWORTH,TT,2017,,,,,,,,0,
277,Truck 0661,INACTIVE,Owner operator owned,,0,0,,,Joshua Goins,INTERNATIONAL,TT,2013,0,,,,0,,0,0,0
278,Truck 0542,INACTIVE,Owner Operator Owned,01/23/2024,0,0,,,,VOLVO,TT,2012,,,,,,,,0,
279,Truck 0664,INACTIVE,Operating lease,2024-07-01,0,3600,2024-07-01,,Ryder Truck Rental,Freightliner,TR,2024,0,,,,0,,0,0,0
280,Truck 0666,INACTIVE,Owner Operator Owned,07/01/2024,0,0,07/01/2024,,,PETERBILT,TT,2019,,,,,,,,0,
281,Truck 0388,INACTIVE,Owner Operator Owned,11/16/2023,0,0,11/16/2023,,Henry Mugisha,Freightliner,Cascadia,2019,,,,,,,,0,
282,Truck 0453,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,freightliner,TT,2021,502861,,,,0,,0,0,0
283,Truck 0482,INACTIVE,Owner Operator Owned,12/11/2023,0,0,,,,INTERNATIONAL,-,2015,,,,,,,,0,
284,Truck 0673,INACTIVE,Owner Operator Owned,08/19/2024,0,0,08/19/2024,,,VOLVO,VNL860,2020,,,,,,,,0,
285,Truck 0675,INACTIVE,Owner Operator Owned,06/03/2024,0,0,06/03/2024,,FITT LLC,Freightliner,TR,2019,,,,,,,,0,
286,Truck 0678,INACTIVE,Owner Operator Owned,06/22/2024,0,0,06/22/2024,,Lami trucking llc,Freightliner,Cascadia,2019,,,,,,,,0,
287,Truck 0423,ACTIVE,Owner operator owned,2025-01-01,0,0,,,Temp Vendor,freightliner,TT,2019,0,,700048,5-11-2025 16:27:12,0,,0,0,0
288,Truck 0680,INACTIVE,Owner Operator Owned,05/08/2024,0,0,05/08/2024,,,VOLVO,TT,2011,,,,,,,,0,
289,SPOT-Truck 0340,INACTIVE,Operating lease,2023-12-01,213900,3400,2023-12-01,2029-01-01,M&K Truck Leasing LLC,VOLVO,VNL760,2024,0,,,,0,,0,0,0
290,SPOT-Truck 0338,ACTIVE,Operating lease,2023-12-01,213900,4829.5,2023-12-01,2027-12-01,M&K Truck Leasing LLC,VOLVO,VNL760,2024,116099,,151044,4-25-2025 17:04:34,0,,0,0,0
291,Truck 0685,INACTIVE,Owner Operator Owned,05/06/2024,0,0,05/06/2024,,,KENWORTH,TT,2014,,,,,,,,0,
292,Truck 0688,INACTIVE,Owner Operator Owned,08/12/2024,0,0,08/12/2024,,,PETERBILT,TR,2007,,,,,,,,0,
293,Truck 0607,INACTIVE,Owner Operator Owned,02/15/2024,0,0,,,,Freightliner,TT,2020,,,,,,,,0,
294,Truck 0691,INACTIVE,Owner operator owned,,,,,,Temp Vendor,freightliner,TT,2020,,,,,,,,,
295,Truck 0693,INACTIVE,Owner Operator Owned,05/07/2024,0,0,05/07/2024,,AFG Tronseportation,Freightliner,TT,2019,,,,,,,,0,
296,Truck 0615,INACTIVE,Owner Operator Owned,02/20/2024,0,0,02/20/2024,,Be-z Transportation LLC,Freightliner,TR,2020,,,,,,,,0,
297,Truck 0697,INACTIVE,Owner Operator Owned,04/10/2024,0,0,04/10/2024,,,PETERBILT,TT,2018,,,,,,,,0,
298,Truck 0568,INACTIVE,Owner Operator Owned,01/29/2024,0,0,,,,INTERNATIONAL,TR,2016,,,,,,,,0,
299,Truck 0072,INACTIVE,Owner Operator Owned,07/30/2024,0,0,07/30/2024,,,INTERNATIONAL,TT,2015,,,,,,,,0,
300,Truck 0384,INACTIVE,Owner Operator Owned,12/20/2023,0,0,,,,PETERBILT,579,2011,,,,,,,,0,
301,Truck 0703,INACTIVE,Owner Operator Owned,07/26/2023,0,0,07/26/2023,,,FRHT,TR,2020,,,,,,,,0,
302,Truck 0260,INACTIVE,Owner operator owned,2024-10-07,,,,,Acza Trucking LLC,Freightliner,TT,2021,,,,,,,,,
303,Truck 0704,INACTIVE,Owner operator owned,2024-03-01,0,0,,,LSJ Carriers LLC,INTERNATIONAL,TT,2018,0,,,,0,,0,0,0
304,Truck 0706,INACTIVE,Owner Operator Owned,04/01/2024,0,0,04/01/2024,,Buddah Logistics Transportation Services Inc,Freightliner,TT,2020,,,,,,,,0,
305,Truck 0707,INACTIVE,Owner operator owned,,0,0,,,Temp Vendor,Freightliner,Cascadia,2020,0,,,,0,,0,0,0
306,Truck 0709,INACTIVE,Owner Operator Owned,05/28/2024,0,0,05/28/2024,,,FRHT,TT,2016,,,,,,,,0,
307,Truck 0529,INACTIVE,Owner Operator Owned,01/18/2024,0,0,01/18/2024,,Roads R US LLC,Freightliner,CASCADIA,2014,,,,,,,,0,
308,Truck 0227,INACTIVE,Owner Operator Owned,08/14/2024,0,0,08/14/2024,,,Freightliner,CASCADIA,2017,,,,,,,,0,
309,Truck 0713,INACTIVE,Owner Operator Owned,06/24/2024,0,0,06/24/2024,,GLOBAL FREIGHT INC.,Freightliner,TT,2018,,,,,,,,0,
310,Truck 0714,INACTIVE,Owner Operator Owned,06/24/2024,0,0,06/24/2024,,GLOBAL FREIGHT INC.,Freightliner,TT,2018,,,,,,,,0,
311,Truck 0715,INACTIVE,Owner Operator Owned,08/06/2024,0,0,08/06/2024,,,INTERNATIONAL,AA,2015,,,,,,,,0,
312,SPOT-Truck 0060,ACTIVE,Lease Purchase,2023-12-01,195505,3854,2023-12-01,2028-12-01,"TPine Leasing Capital, L.P.",Peterbilt,579,2024,16781,,266727,5-10-2025 1:53:11,0,,19800,11.4,101
313,Truck 0432,INACTIVE,Owner Operator Owned,06/11/2024,0,0,06/11/2024,,Shireftrucking,VOLVO,TT,2019,,,583087,4-7-2025 16:48:15,,,,0,
314,SPOT-Truck 0434,ACTIVE,Lease Purchase,2024-11-01,175000,3575,2024-12-01,2029-12-01,HEC Leasing LLC,Freightliner,Cascadia,2025,24,,71413,5-12-2025 7:50:25,0,,0,11.9,25000
315,Truck 0619,INACTIVE,Owner Operator Owned,02/19/2024,0,0,,,,VOLVO,TT,2019,,,,,,,,0,
316,Truck 0722,INACTIVE,Owner Operator Owned,04/26/2024,0,0,04/26/2024,,My Mehdi Lamrani-Amine,Freightliner,TT,2018,,,,,,,,0,
